year,titre,Oscar,Duration,GG,DGA,PGA,SAG,BAFTA,Notes TMDB,Release Quarter,imdbID,NotesIMDb,NotesRottenTomatoes,NotesMetacritic,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Fantasy,History,Holiday,Horror,Kids & family,Lgbtq+,Musical,Mystery & thriller,Romance,Sci-fi,War,Western,Nommination Bafta,Nommination SAG,Nommination PGA,Nommination DGA,Nommination GG
2010,The Kids Are All Right,0,1h 44m,0,0,0,0,0,6.59,3,tt0842926,7.0,92.0,86.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,The King's Speech,1,,1,1,1,1,0,7.742,4,tt1504320,8.0,94.0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2010,127 Hours,0,1h 33m,0,0,0,0,0,7.076,4,tt1542344,7.5,93.0,82.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2010,The Social Network,0,2h 0m,1,0,0,0,0,7.363,4,tt1285016,7.8,96.0,95.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2010,Toy Story 3,0,1h 42m,0,0,0,0,0,7.792,2,tt0435761,8.3,98.0,92.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2010,True Grit,0,2h 8m,1,0,0,0,0,7.303,4,tt1403865,7.6,95.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2010,Winter's Bone,0,,0,0,0,0,0,6.811,2,tt1399683,7.1,94.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,The Artist,1,1h 40m,1,0,0,0,0,7.455,4,tt1655442,7.9,95.0,89.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2011,The Descendants,0,1h 55m,0,0,0,0,0,6.831,3,tt1033575,7.3,87.0,84.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2011,Extremely Loud & Incredibly Close,0,,0,0,0,0,0,6.975,4,tt0477302,6.9,45.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,The Help,0,2h 26m,1,0,0,0,0,8.204,3,tt1454029,8.1,76.0,62.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,Hugo,0,2h 6m,1,0,0,0,0,7.176,4,tt0970179,7.5,93.0,83.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,Midnight in Paris,0,1h 34m,0,0,0,0,0,7.534,2,tt1605783,7.6,93.0,81.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
2011,Moneyball,0,2h 13m,0,0,0,0,0,7.27,3,tt1210166,7.6,94.0,87.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,The Tree of Life,0,2h 18m,0,0,0,0,0,6.741,2,tt0478304,6.8,85.0,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,War Horse,0,2h 26m,0,0,0,0,0,7.305,4,tt1568911,7.2,75.0,72.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,Amour,0,2h 7m,0,0,0,0,0,7.765,3,tt1602620,7.9,93.0,95.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Argo,1,2h 0m,1,0,0,0,0,7.277,4,tt1024648,7.7,96.0,86.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,Beasts of the Southern Wild,0,1h 33m,0,0,0,0,0,6.816,2,tt2125435,7.2,87.0,86.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,Django Unchained,0,2h 45m,1,0,0,0,0,8.2,4,tt1853728,8.5,87.0,81.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2012,Les Misrables,0,,1,0,0,0,0,6.894,4,tt1707386,7.5,70.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,Life of Pi,0,2h 5m,1,0,0,0,0,7.397,4,tt0454876,7.9,86.0,79.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,Lincoln,0,2h 29m,1,0,0,0,0,6.863,4,tt0443272,7.3,90.0,87.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,Silver Linings Playbook,0,2h 2m,1,0,0,0,0,7.135,4,tt1045658,7.7,92.0,81.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2012,Zero Dark Thirty,0,2h 37m,0,0,0,0,0,6.986,4,tt1790885,7.4,91.0,95.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2013,American Hustle,0,2h 18m,1,0,0,1,0,6.855,4,tt1800241,7.2,92.0,90.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2013,Captain Phillips,0,2h 13m,0,0,0,0,0,7.549,4,tt1535109,7.8,93.0,82.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,Dallas Buyers Club,0,1h 57m,1,0,0,0,0,7.93,4,tt0790636,7.9,92.0,77.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
2013,Gravity,0,1h 31m,1,0,0,0,0,7.163,4,tt1454468,7.7,96.0,96.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2013,Her,0,1h 59m,1,0,0,0,0,7.859,4,tt1798709,8.0,94.0,91.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,Nebraska,0,1h 54m,0,0,0,0,0,7.427,3,tt1821549,7.7,91.0,86.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,Philomena,0,1h 37m,0,0,0,0,0,7.362,4,tt2431286,7.6,91.0,77.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,12 Years a Slave,1,2h 14m,0,0,0,0,0,7.946,4,tt2024544,8.1,95.0,96.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,The Wolf of Wall Street,0,2h 59m,0,0,0,0,0,8.034,4,tt0993846,8.2,80.0,75.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,American Sniper,0,2h 12m,0,0,0,0,0,7.43,4,tt2179136,7.3,72.0,72.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2014,Birdman or (The Unexpected Virtue of Ignorance),1,,0,0,0,0,0,7.468,4,tt2562232,7.7,91.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Boyhood,0,2h 45m,1,0,0,0,0,7.507,2,tt1065073,7.9,97.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,The Grand Budapest Hotel,0,1h 39m,0,0,0,0,0,8.051,1,tt2278388,8.1,92.0,88.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2014,The Imitation Game,0,1h 53m,0,0,0,0,0,8.007,4,tt2084970,8.0,90.0,71.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2014,Selma,0,2h 8m,1,0,0,0,0,7.402,4,tt1020072,7.5,99.0,79.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,The Theory of Everything,0,2h 3m,1,0,0,0,0,7.858,4,tt2980516,7.7,80.0,71.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,Whiplash,0,18m,1,0,0,0,0,8.383,4,tt2582802,8.5,94.0,89.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,The Big Short,0,2h 10m,0,0,0,0,1,7.35,4,tt1596363,7.8,89.0,81.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,Bridge of Spies,0,2h 21m,0,0,0,0,0,7.228,4,tt3682448,7.6,91.0,81.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,Brooklyn,0,1h 52m,0,0,0,0,1,7.312,4,tt2381111,7.5,97.0,88.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2015,Mad Max: Fury Road,0,,0,0,0,0,1,7.587,2,tt1392190,8.1,97.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
2015,The Martian,0,2h 22m,1,0,0,0,0,7.683,3,tt3659388,8.0,91.0,80.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2015,The Revenant,0,2h 36m,1,0,0,0,1,7.53,4,tt1663202,8.0,78.0,76.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2015,Room,0,1h 58m,1,0,0,0,0,8.031,4,tt3170832,8.1,93.0,86.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2015,Spotlight,1,4m,0,0,0,0,1,7.816,4,tt1895587,8.1,97.0,93.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2016,Arrival,0,1h 47m,0,0,0,0,1,7.594,4,tt2543164,7.9,94.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2016,Fences,0,8m,1,0,0,0,0,6.877,4,tt2671706,7.2,92.0,79.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,Hacksaw Ridge,0,2h 19m,0,0,0,0,1,8.2,4,tt2119532,8.1,84.0,71.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
2016,Hell or High Water,0,1h 37m,0,0,0,0,0,7.3,3,tt2582782,7.6,97.0,88.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2016,Hidden Figures,0,2h 7m,0,0,0,1,0,8.057,4,tt4846340,7.8,93.0,74.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2016,La La Land,0,2h 8m,1,1,0,0,1,7.9,4,tt3783958,8.0,91.0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
2016,Lion,0,2h 25m,0,0,0,0,1,8.08,4,tt3741834,8.0,84.0,69.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2016,Manchester by the Sea,0,2h 17m,1,0,0,0,1,7.545,4,tt4034228,7.8,96.0,96.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2016,Moonlight,1,1h 51m,0,0,0,0,0,7.392,4,tt4975722,7.4,98.0,99.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2017,Call Me by Your Name,0,2h 12m,0,0,0,0,1,8.158,3,tt5726616,7.8,94.0,94.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2017,Darkest Hour,0,2h 5m,1,0,0,0,1,7.353,4,tt4555426,7.4,84.0,75.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,Dunkirk,0,2h 15m,0,0,0,0,1,7.454,3,tt5013056,7.8,92.0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2017,Get Out,0,1h 44m,0,0,0,0,0,7.618,1,tt5052448,7.8,98.0,85.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1
2017,Lady Bird,0,1h 34m,1,0,0,0,0,7.3,3,tt4925292,7.4,99.0,93.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,Phantom Thread,0,2h 10m,0,0,0,0,1,7.306,4,tt5776858,7.4,91.0,90.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2017,The Post,0,1h 55m,0,0,0,0,0,6.999,4,tt6294822,7.2,88.0,83.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,The Shape of Water,1,2h 3m,1,1,1,0,1,7.247,4,tt5580390,7.3,92.0,87.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
2017,"Three Billboards outside Ebbing, Missouri",0,,0,0,0,0,0,8.079,4,tt5027774,8.1,90.0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Black Panther,0,2h 14m,0,0,0,0,1,7.4,1,tt1825683,7.3,96.0,88.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,BlacKkKlansman,0,2h 14m,0,0,0,0,1,7.516,3,tt7349662,7.5,96.0,83.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2018,Bohemian Rhapsody,0,2h 15m,1,0,0,0,1,7.992,4,tt1727824,7.9,60.0,49.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,The Favourite,0,2h 0m,0,0,0,0,1,7.532,4,tt5083738,7.5,93.0,91.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2018,Green Book,1,2h 10m,1,0,0,0,0,8.243,4,tt6966692,8.2,77.0,69.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,Roma,0,2h 15m,1,0,0,0,1,7.2,1,tt6155172,7.7,96.0,96.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,A Star Is Born,0,2h 15m,0,0,0,0,1,7.501,4,tt1517451,7.6,90.0,88.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2018,Vice,0,1h 30m,1,0,0,0,1,7.044,4,tt6266538,7.2,65.0,61.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2019,Ford v Ferrari,0,2h 32m,0,0,0,0,0,8.009,4,tt1950186,8.1,92.0,81.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019,The Irishman,0,3h 29m,0,0,0,0,0,7.613,4,tt1302006,7.8,95.0,94.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2019,Jojo Rabbit,0,1h 48m,0,0,0,0,1,8.0,4,tt2584384,7.9,80.0,58.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2019,Joker,0,1h 30m,1,0,0,0,1,8.166,4,tt7286456,8.4,69.0,59.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2019,Little Women,0,1h 10m,0,0,0,0,1,7.9,4,tt3281548,7.8,95.0,91.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2019,Marriage Story,0,2h 16m,1,0,0,0,1,7.747,3,tt7653254,7.9,95.0,94.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2019,1917,0,1h 59m,1,0,0,0,1,7.992,4,tt8579674,8.2,89.0,78.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2019,Once upon a Time...in Hollywood,0,,0,0,0,0,0,7.44,3,tt7131622,7.6,85.0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Parasite,1,1h 30m,0,0,0,0,1,4.764,1,tt6751668,8.5,99.0,96.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2020,The Father,0,1h 40m,0,0,0,0,0,8.143,4,tt10272386,8.2,98.0,88.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Judas and the Black Messiah,0,2h 6m,0,0,0,0,0,7.345,1,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,Mank,0,2h 12m,0,0,0,0,0,6.727,4,tt10618286,6.8,83.0,79.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2020,Minari,0,1h 55m,0,0,0,0,0,7.362,1,tt10633456,7.4,98.0,89.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Nomadland,1,1h 48m,0,0,0,0,0,7.222,1,tt9770150,7.3,93.0,91.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Promising Young Woman,0,1h 53m,0,0,0,0,0,7.5,4,tt9620292,7.5,90.0,72.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2020,Sound of Metal,0,2h 0m,0,0,0,0,0,7.744,4,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,The Trial of the Chicago 7,0,2h 9m,0,0,0,1,0,7.717,3,tt1070874,7.7,89.0,76.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2021,Belfast,0,1h 37m,0,0,0,0,0,7.117,4,tt12789558,7.2,86.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,CODA,1,1h 51m,0,0,0,0,0,7.95,3,tt10366460,8.0,94.0,72.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Don't Look Up,0,,0,0,0,0,0,7.127,4,tt11286314,7.2,,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2021,Drive My Car,0,2h 59m,0,0,0,0,0,7.414,3,tt14039582,7.5,97.0,91.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Dune,0,2h 35m,0,0,0,0,0,7.783,3,tt1160419,8.0,83.0,74.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,King Richard,0,2h 26m,0,0,0,0,0,7.698,4,tt9620288,7.5,90.0,76.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Licorice Pizza,0,2h 13m,0,0,0,0,0,6.998,4,tt11271038,7.1,90.0,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2021,Nightmare Alley,0,1h 51m,0,0,0,0,0,7.001,4,tt7740496,7.0,80.0,70.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,The Power of the Dog,0,2h 8m,0,0,0,0,0,6.784,4,tt10293406,6.8,94.0,89.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,West Side Story,0,2h 31m,1,0,0,0,0,7.262,4,tt3581652,7.1,91.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2022,All Quiet on the Western Front,0,1h 45m,0,0,0,0,0,7.739,4,tt1016150,7.8,90.0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Avatar: The Way of Water,0,,0,0,0,0,0,7.639,4,tt1630029,7.6,76.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,The Banshees of Inisherin,0,1h 49m,0,0,0,0,0,7.458,4,tt11813216,7.7,96.0,87.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2022,Elvis,0,2h 39m,1,0,0,0,0,7.57,2,tt3704428,7.3,77.0,64.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,Everything Everywhere All at Once,1,2h 12m,0,1,1,1,0,7.81,1,tt6710474,7.8,94.0,81.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2022,The Fabelmans,0,2h 31m,0,0,0,0,0,7.688,4,tt14208870,7.5,92.0,84.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2022,Tr,0,,0,0,0,0,0,7.145,3,tt14444726,7.4,,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2022,Top Gun: Maverick,0,,0,0,0,0,0,8.235,2,tt1745960,8.3,96.0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2022,Triangle of Sadness,0,2h 29m,0,0,0,0,0,7.1,3,tt7322224,7.3,72.0,63.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Women Talking,0,1h 44m,0,0,0,0,0,6.919,4,tt13669038,6.9,90.0,79.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
